Index,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
2523,Maruti Ertiga VDI,2013,650000,170000,Diesel,Individual,Manual,Third Owner,20.77 kmpl,1248 CC,88.76,200Nm@ 1750rpm,7
2524,Maruti 800 EX,2004,70000,220000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37,59Nm@ 2500rpm,4
2525,Maruti Alto 800 LXI,2012,180000,80000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3,69Nm@ 3500rpm,5
2526,Hyundai EON Magna Plus,2013,200000,57000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2,74.5Nm@ 4000rpm,5
2527,Hyundai i10 Magna 1.1L,2014,300000,100000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05,99.04Nm@ 4500rpm,5
2528,Hyundai Verna 1.6 VTVT S,2015,650000,40000,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 CC,121.3,154.9Nm@ 4200rpm,5
2529,Maruti Alto 800 LXI,2014,267000,40000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3,69Nm@ 3500rpm,5
2530,Maruti Wagon R LXI CNG,2018,450000,50000,CNG,Individual,Manual,First Owner,26.6 km/kg,998 CC,58.16,77Nm@ 3500rpm,5
2531,Hyundai Grand i10 Sportz,2014,400000,90000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82,114Nm@ 4000rpm,5
2532,Mahindra Xylo D4 BSIV,2012,310000,86000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2498 CC,112,260 Nm at 1800-2200 rpm,8
2533,Tata Nano Cx,2009,70000,15000,Petrol,Individual,Manual,First Owner,26.0 kmpl,624 CC,35,48Nm@ 3000rpm,4
2534,Mahindra Bolero 2011-2019 EX AC,2017,675000,70000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1,195Nm@ 1400-2200rpm,7
2535,Ford Classic 1.6 Duratec Titanium,2013,350000,120000,Petrol,Individual,Manual,First Owner,14.09 kmpl,1596 CC,99.6,146Nm@ 3400rpm,5
2536,Maruti Alto K10 VXI,2014,240000,80000,Petrol,Individual,Manual,Second Owner,23.95 kmpl,998 CC,67.05,90Nm@ 3500rpm,5
2537,Tata Indigo CS LX (TDI) BS-III,2014,185000,80000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1405 CC,69.01,135Nm@ 2500rpm,5
2538,Hyundai EON Era Plus,2017,250000,50000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2,74.5Nm@ 4000rpm,5
2539,Maruti Alto LXi,2009,135000,100000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3,62Nm@ 3000rpm,5
2540,Hyundai Verna 1.6 SX,2011,500000,80000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32,259.8Nm@ 1900-2750rpm,5
2541,Tata New Safari DICOR 2.2 VX 4x2,2010,300000,108957,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138,320Nm@ 1700-2700rpm,7
2542,Tata Tiago 1.2 Revotron XT,2017,328000,68000,Petrol,Individual,Manual,Second Owner,23.84 kmpl,1199 CC,84,114Nm@ 3500rpm,5
2543,Mahindra Bolero 2011-2019 SLE BSIII,2015,509999,65000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1,195Nm@ 1400-2200rpm,7
2544,Mahindra Xylo H9,2015,575000,110000,Diesel,Individual,Manual,Second Owner,14.02 kmpl,2179 CC,118.3,280Nm@ 2400-2800rpm,8
2545,Mahindra Xylo E8 ABS Airbag BSIV,2012,700000,50000,Diesel,Individual,Manual,First Owner,12.2 kmpl,2498 CC,112,260Nm@ 1800-2200rpm,8
2546,Maruti Wagon R LXI Minor,2008,105000,100000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,1061 CC,67,84Nm@ 3500rpm,5
2547,Maruti 800 AC,2008,60000,80000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37,59Nm@ 2500rpm,4
2548,Maruti Alto LXi BSIII,2008,112999,80000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3,62Nm@ 3000rpm,5
2549,Tata Indica Vista TDI LS,2015,229999,120000,Diesel,Individual,Manual,Second Owner,19.1 kmpl,1405 CC,70,135.4Nm@ 2500rpm,5
2550,Ford Figo Diesel ZXI,2012,325000,150000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68,160Nm@ 2000rpm,5
2551,Hyundai i20 1.2 Spotz,2017,650000,20000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83,114.7Nm@ 4000rpm,5
2552,Tata Indigo LX,2009,85000,80000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,70,"13.5@ 2,500(kgm@ rpm)",5
2553,Honda Mobilio RS Option i DTEC,2015,570000,93000,Diesel,Individual,Manual,Second Owner,24.5 kmpl,1498 CC,98.6,200Nm@ 1750rpm,7
2554,Maruti Swift VDI BSIV,2015,525000,134000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74,190Nm@ 2000rpm,5
2555,Hyundai i20 Magna,2013,350000,90000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,82.85,113.7Nm@ 4000rpm,5
2556,Maruti Swift VXI with ABS,2007,250000,60000,Petrol,Individual,Manual,First Owner,16.6 kmpl,1197 CC,85,"113Nm@ 4,500rpm",5
2557,Mahindra Xylo D2 BS IV,2010,300000,120000,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2489 CC,95,220Nm at 1400-2600 rpm,8
2558,Jeep Compass 2.0 Limited Option,2017,1325000,30000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170,350Nm@ 1750-2500rpm,5
2559,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,650000,22200,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73,219.7Nm@ 1500-2750rpm,5
2560,Hyundai Grand i10 1.2 Kappa Sportz Option,2018,520000,6000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86,113.75nm@ 4000rpm,5
2561,Maruti Swift VXI Deca,2016,500000,32000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
2562,Renault KWID RXL,2016,220000,90000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3,72Nm@ 4386rpm,5
2563,Maruti Ciaz 1.3 Alpha,2017,650000,78000,Diesel,Individual,Manual,Third Owner,28.09 kmpl,1248 CC,88.5,200Nm@ 1750rpm,5
2564,Honda WR-V i-VTEC VX,2017,819999,12000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1199 CC,88.7,110Nm@ 4800rpm,5
2565,Renault Duster 85PS Diesel RxL Explore,2016,645000,120000,Diesel,Individual,Manual,First Owner,19.87 kmpl,1461 CC,83.8,200Nm@ 1750rpm,5
2566,Maruti Ertiga SHVS VDI,2015,780000,40000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5,200Nm@ 1750rpm,7
2567,Honda City 2017-2020 EXi,2008,215000,110000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78,"12.7@ 2,700(kgm@ rpm)",5
2568,Toyota Innova 2.5 V Diesel 7-seater,2007,600000,260000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102,20.4@ 1400-3400(kgm@ rpm),7
2569,Maruti Alto LX,2011,114999,10000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3,62Nm@ 3000rpm,5
2570,Tata Indica V2 LSi,2012,75000,12000,Petrol,Individual,Manual,First Owner,16.84 kmpl,1193 CC,64.4,99.8Nm@ 2700rpm,5
2571,Chevrolet Beat LT,2011,120000,60000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,79.4,108Nm@ 4400rpm,5
2572,Renault KWID RXT Optional,2016,250000,41000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3,72Nm@ 4386rpm,5
2573,Maruti Omni E MPI STD BS IV,2018,200000,25000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2,59Nm@ 2500rpm,8
2574,Hyundai Xcent 1.2 Kappa S,2015,380000,30000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,82,114Nm@ 4000rpm,5
2575,Honda Amaze S Option i-DTEC,2018,560000,50000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6,200Nm@ 1750rpm,5
2576,Maruti Ignis 1.2 Zeta BSIV,2018,575000,10000,Petrol,Individual,Manual,First Owner,20.89 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
2577,Mahindra Bolero Power Plus SLE,2017,620000,40000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70,195Nm@ 1400-2200rpm,7
2578,Mahindra Scorpio VLX 2WD AIRBAG BSIII,2012,525000,120000,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120,290Nm@ 1800-2800rpm,8
2579,Maruti Swift Dzire VDI,2017,635000,40000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74,190Nm@ 2000rpm,5
2580,Renault Duster Adventure Edition RXZ AWD,2016,650000,80000,Diesel,Individual,Manual,First Owner,19.72 kmpl,1461 CC,108.45,245Nm@ 1750rpm,5
2581,Maruti 800 Std,2001,39000,42108,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37,59Nm@ 2500rpm,4
2582,Ford Figo Aspire 1.5 TDCi Titanium Opt,2017,550000,70000,Diesel,Individual,Manual,Second Owner,25.83 kmpl,1498 CC,99,215Nm@ 1750-3000rpm,5
2583,Maruti Ritz VDi,2009,145000,150000,Diesel,Individual,Manual,Third Owner,21.1 kmpl,1248 CC,73.9,113Nm@ 4500rpm,5
2584,Tata Indigo LS,2007,130000,100000,Diesel,Individual,Manual,Third Owner,16.1 kmpl,1405 CC,70,"13.5@ 2,500(kgm@ rpm)",5
2585,Maruti Ertiga ZDI Plus,2017,825000,79000,Diesel,Dealer,Manual,First Owner,25.47 kmpl,1248 CC,88.5,200Nm@ 1750rpm,7
2586,Toyota Fortuner 4x2 AT,2015,1650000,91000,Diesel,Dealer,Automatic,Second Owner,12.55 kmpl,2982 CC,168.5,360Nm@ 1400-3200rpm,7
2587,Maruti Vitara Brezza ZDi,2018,875000,50000,Diesel,Dealer,Manual,First Owner,24.3 kmpl,1248 CC,88.5,200Nm@ 1750rpm,5
2588,Maruti Ciaz ZDi Plus SHVS,2016,650000,81000,Diesel,Dealer,Manual,Second Owner,28.09 kmpl,1248 CC,88.5,200Nm@ 1750rpm,5
2589,Jaguar XF 3.0 Litre S Premium Luxury,2014,2000000,51000,Diesel,Individual,Automatic,First Owner,14.74 kmpl,2993 CC,270.9,600Nm@ 2000rpm,5
2590,BMW X1 sDrive 20d Sportline,2018,2850000,27000,Diesel,Dealer,Automatic,First Owner,17.05 kmpl,1995 CC,184,380Nm@ 1750-2750rpm,5
2591,Audi Q3 35 TDI Quattro Premium Plus,2018,2800000,26000,Diesel,Dealer,Automatic,First Owner,15.73 kmpl,1968 CC,174.33,380Nm@ 1750-2500rpm,5
2592,BMW 5 Series 520d Sport Line,2018,3900000,17100,Diesel,Dealer,Automatic,First Owner,22.48 kmpl,1995 CC,187.74,400Nm@ 1750-2500rpm,5
2593,Chevrolet Sail 1.3 LS,2013,246000,56000,Diesel,Dealer,Manual,First Owner,22.1 kmpl,1248 CC,74,190Nm@ 1750rpm,5
2594,Honda Amaze S Diesel,2013,325000,60000,Diesel,Dealer,Manual,Second Owner,24.7 kmpl,1498 CC,98.63,200Nm@ 1750rpm,5
2595,Jeep Compass 1.4 Limited,2019,1450000,22000,Petrol,Dealer,Automatic,First Owner,16.0 kmpl,1368 CC,160,250Nm@ 1750-2500rpm,5
2596,Honda BRV i-VTEC V CVT,2017,850000,30000,Petrol,Dealer,Automatic,First Owner,15.4 kmpl,1497 CC,117.3,145Nm@ 4600rpm,7
2597,Volkswagen Vento 1.5 TDI Comfortline,2015,560000,43001,Diesel,Dealer,Manual,First Owner,22.27 kmpl,1498 CC,108.6,250Nm@ 1500-3000rpm,5
2598,Maruti Ertiga VDI,2015,575000,60000,Diesel,Dealer,Manual,First Owner,25.47 kmpl,1248 CC,88.5,200Nm@ 1750rpm,7
2599,Maruti Celerio VXi AMT,2019,470000,9000,Petrol,Dealer,Automatic,First Owner,21.63 kmpl,998 CC,67.04,90Nm@ 3500rpm,5
2600,Tata Indigo CS LS (TDI) BS-III,2014,221000,65000,Diesel,Dealer,Manual,First Owner,19.09 kmpl,1405 CC,69.01,135Nm@ 2500rpm,5
2601,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,680000,95000,Diesel,Dealer,Manual,First Owner,12.99 kmpl,2494 CC,100.6,200Nm@ 1200-3600rpm,8
2602,Ford Endeavour 2.5L 4X2,2013,700000,62000,Diesel,Dealer,Manual,First Owner,13.1 kmpl,2499 CC,141,330Nm@ 1800rpm,7
2603,Volvo S60 D4 SUMMUM,2016,1950000,48000,Diesel,Dealer,Automatic,First Owner,9.0 kmpl,1984 CC,181,400Nm@ 1750-2500rpm,5
2604,Hyundai Creta 1.6 CRDi AT SX Plus,2015,875000,72000,Diesel,Dealer,Automatic,First Owner,17.01 kmpl,1582 CC,126.2,259.9Nm@ 1900-2750rpm,5
2605,Hyundai Verna CRDi 1.6 SX Option,2017,850000,35000,Diesel,Individual,Manual,Third Owner,22.0 kmpl,1582 CC,126.2,259.87nm@ 1500-3000rpm,5
2606,Renault Duster 85PS Diesel RxL Optional,2013,550000,100600,Diesel,Individual,Manual,Third Owner,20.46 kmpl,1461 CC,83.8,200Nm@ 1900rpm,5
2607,Maruti Swift Dzire VDI,2013,480000,105000,Diesel,Individual,Manual,Third Owner,23.4 kmpl,1248 CC,74,190Nm@ 2000rpm,5
2608,Mahindra Scorpio Intelli Hybrid S10 4WD,2017,1050000,90000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120,280Nm@ 1800-2800rpm,7
2609,Mahindra Bolero 2011-2019 ZLX,2016,631000,92385,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1,195Nm@ 1400-2200rpm,7
2610,Tata Nano Twist XT,2015,165000,25000,Petrol,Individual,Manual,First Owner,25.4 kmpl,624 CC,37.5,51Nm@ 4000+/-500rpm,4
2611,Maruti Ritz VXI,2010,320000,60000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,1197 CC,85.8,114Nm@ 4000rpm,5
2612,Maruti Ritz ZXi,2012,360000,100000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,85.8,114Nm@ 4000rpm,5
2613,Hyundai Santro Xing XG AT,2004,130000,100000,Petrol,Individual,Automatic,Second Owner,,,,,
2614,Hyundai Elantra GT,2006,175000,25000,Petrol,Individual,Manual,Third Owner,13.0 kmpl,1795 CC,127,"16.6@ 4,500(kgm@ rpm)",5
2615,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2016,725000,120000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73,219.7Nm@ 1500-2750rpm,5
2616,Fiat Linea Classic 1.3 Multijet,2014,280000,185000,Diesel,Individual,Manual,Third Owner,19.5 kmpl,1248 CC,75,197Nm@ 1750rpm,5
2617,Volkswagen Polo Diesel Highline 1.2L,2011,325000,134000,Diesel,Individual,Manual,Second Owner,22.07 kmpl,1199 CC,73.9,180Nm@ 2000rpm,5
2618,Ford Figo Diesel ZXI,2014,320000,120000,Diesel,Individual,Manual,Third Owner,20.0 kmpl,1399 CC,68.05,160Nm@ 2000rpm,5
2619,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,500000,120000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86,113.75nm@ 4000rpm,5
2620,Mahindra XUV500 W6 2WD,2014,825000,165000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140,330Nm@ 1600-2800rpm,7
2621,Maruti Ritz LDi,2016,350000,120000,Diesel,Individual,Manual,Third Owner,23.2 kmpl,1248 CC,73.94,190Nm@ 2000rpm,5
2622,Hyundai i20 1.4 CRDi Sportz,2011,470000,89000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90,22.4 kgm at 1750-2750rpm,5
2623,Mahindra Renault Logan 1.5 DLE Diesel,2009,125000,120000,Diesel,Individual,Manual,Third Owner,19.2 kmpl,1461 CC,65,"16@ 2,000(kgm@ rpm)",5
2624,Hyundai Elantra GLS,2006,140000,120000,Petrol,Individual,Automatic,First Owner,13.1 kmpl,1795 CC,127,"16.6@ 4,500(kgm@ rpm)",5
2625,Honda Amaze VX i-DTEC,2013,484999,50000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6,200Nm@ 1750rpm,5
2626,Maruti Alto 800 LXI,2018,308000,15000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3,69Nm@ 3500rpm,5
2627,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,570000,13000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86,113.75nm@ 4000rpm,5
2628,Toyota Fortuner 3.0 Diesel,2010,900000,240000,Diesel,Individual,Manual,First Owner,11.5 kmpl,2982 CC,171,343Nm@ 1400-3400rpm,7
2629,Jeep Compass 2.0 Limited 4X4,2017,1800000,45000,Diesel,Individual,Manual,First Owner,16.3 kmpl,1956 CC,170,350Nm@ 1750-2500rpm,5
2630,Mahindra Jeep MM 550 XDB,2005,400000,30000,Diesel,Individual,Manual,Second Owner,,,,,
2631,Maruti Swift Dzire AMT VXI,2018,680000,28000,Petrol,Individual,Automatic,First Owner,21.21 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
2632,Maruti Swift Dzire ZDI,2017,700000,70000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02,190Nm@ 2000rpm,5
2633,Mahindra Xylo E4,2011,240000,116000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2498 CC,112,260 Nm at 1800-2200 rpm,7
2634,Hyundai EON Era Plus,2014,280000,90000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2,74.5Nm@ 4000rpm,5
2635,Tata Indica Vista Aqua 1.4 TDI,2010,125000,120000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,71,135 Nm at 2500  rpm ,5
2636,Ford Fiesta 1.4 SXi TDCi,2009,130000,100000,Diesel,Individual,Manual,Third Owner,,,,,
2637,Volvo V40 Cross Country D3,2013,1200000,72500,Diesel,Individual,Automatic,Second Owner,23.3 kmpl,1984 CC,150,350Nm@ 1500-2750rpm,5
2638,Volkswagen Vento Diesel Highline,2013,400000,120000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6,250Nm@ 1500-2500rpm,5
2639,Mahindra XUV500 W6 2WD,2014,850000,120000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140,330Nm@ 1600-2800rpm,7
2640,Hyundai i20 Asta 1.4 CRDi,2014,475000,83000,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73,219.7Nm@ 1500-2750rpm,5
2641,Ford Ikon 1.6 EXi NXt,2003,150000,40000,Petrol,Individual,Manual,Third Owner,14.2 kmpl,1597 CC,92,130@ 2500(kgm@ rpm),5
2642,Toyota Fortuner 2.8 2WD MT BSIV,2018,2900000,46000,Diesel,Individual,Manual,First Owner,14.24 kmpl,2755 CC,174.5,420Nm@ 1400-2600rpm,7
2643,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1100000,137000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6,200Nm@ 1400-3400rpm,7
2644,Maruti Alto 800 LXI,2017,285000,25000,Petrol,Individual,Manual,Second Owner,24.7 kmpl,796 CC,47.3,69Nm@ 3500rpm,5
2645,Hyundai Grand i10 1.2 CRDi Asta,2018,650000,50000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1186 CC,73.97,190.24nm@ 1750-2250rpm,5
2646,Maruti A-Star Vxi,2012,275000,60000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,66.1,90Nm@ 3500rpm,5
2647,Maruti 800 AC,2000,60000,100000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37,59Nm@ 2500rpm,4
2648,Mahindra Logan Diesel 1.5 DLS,2011,229999,105000,Diesel,Individual,Manual,Second Owner,19.2 kmpl,1461 CC,65,"16@ 2,000(kgm@ rpm)",5
2649,Maruti Alto K10 LX,2015,300000,20000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05,90Nm@ 3500rpm,5
2650,Maruti Ertiga SHVS ZDI Plus,2016,940000,50000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5,200Nm@ 1750rpm,7
2651,Maruti Ciaz ZDi,2015,600000,120000,Diesel,Individual,Manual,Second Owner,26.21 kmpl,1248 CC,88.5,200Nm@ 1750rpm,5
2652,Maruti Baleno Alpha 1.3,2017,800000,70000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74,190Nm@ 2000rpm,5
2653,Nissan Sunny XV D,2017,580000,90000,Diesel,Individual,Manual,Second Owner,22.71 kmpl,1461 CC,84.8,200Nm@ 2000rpm,5
2654,Tata Tigor 1.2 Revotron XT,2018,450000,75000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84,114Nm@ 3500rpm,5
2655,Chevrolet Optra Magnum 2.0 LS,2011,290000,82500,Diesel,Individual,Manual,Second Owner,16.52 kmpl,1991 CC,123.7,305Nm@ 2000rpm,5
2656,Honda Amaze VX i-DTEC,2014,530000,110000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6,200Nm@ 1750rpm,5
2657,Hyundai Verna CRDi 1.4 EX,2019,960000,20000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1396 CC,88.76,219.66NM@ 1500-2750rpm,5
2658,Honda City 1.5 S MT,2009,290000,110000,Petrol,Individual,Manual,Third Owner,17.0 kmpl,1497 CC,118,146Nm at 4800 rpm,5
2659,Mitsubishi Lancer 2.0 L Diesel LX,2008,160000,100000,Diesel,Individual,Manual,First Owner,14.8 kmpl,1998 CC,68,"12.5@ 3,000(kgm@ rpm)",5
2660,Maruti Celerio X ZXI Option BSIV,2017,400000,52000,Petrol,Individual,Manual,First Owner,21.63 kmpl,998 CC,67,90Nm@ 3500rpm,5
2661,Maruti Vitara Brezza LDi Option,2017,700000,90000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5,200Nm@ 1750rpm,5
2662,Volkswagen Vento Diesel Highline,2012,361000,90000,Diesel,Individual,Manual,First Owner,20.54 kmpl,1598 CC,103.6,250Nm@ 1500-2500rpm,5
2663,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,390000,53000,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1396 CC,88.76,219.6Nm@ 1500-2750rpm,5
2664,Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2012,200000,180000,Diesel,Individual,Manual,First Owner,18.4 kmpl,1248 CC,75,190 Nm at 1750 rpm ,5
2665,Maruti Swift VDI,2013,500000,53000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74,190Nm@ 2000rpm,5
2666,Maruti Alto LXi,2011,200000,50600,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3,62Nm@ 3000rpm,5
2667,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015,680000,50000,Petrol,Individual,Manual,First Owner,15.85 kmpl,1499 CC,110.4,140Nm@ 4400rpm,5
2668,Maruti Alto 800 LXI,2013,235000,52000,Petrol,Dealer,Manual,First Owner,24.7 kmpl,796 CC,47.3,69Nm@ 3500rpm,5
2669,Mahindra XUV500 W11 Option BSIV,2018,1700000,15000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,152.87,360Nm@ 1750-2800rpm,7
2670,Mahindra XUV500 AT W10 FWD,2015,1200000,50000,Diesel,Individual,Automatic,Second Owner,16.0 kmpl,2179 CC,140,330Nm@ 1600-2800rpm,7
2671,Honda City i DTEC VX,2014,630000,56000,Diesel,Individual,Manual,Second Owner,25.1 kmpl,1498 CC,98.6,200Nm@ 1750rpm,5
2672,Ford Figo Aspire 1.5 TDCi Trend,2018,640000,82000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99,215Nm@ 1750-3000rpm,5
2673,Hyundai Xcent 1.2 Kappa S,2014,355000,121000,Petrol,Dealer,Manual,First Owner,19.1 kmpl,1197 CC,82,114Nm@ 4000rpm,5
2674,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012,560000,101903,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120,290Nm@ 1800-2800rpm,8
2675,Maruti Swift Dzire Tour LDI,2018,580000,120000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74,190Nm@ 2000rpm,5
2676,Ford Figo Diesel EXI Option,2010,185000,85568,Diesel,Dealer,Manual,First Owner,18.5 kmpl,1399 CC,68,160Nm@ 2000rpm,5
2677,Maruti Baleno Zeta Automatic,2019,660000,10000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1,115Nm@ 4000rpm,5
2678,Hyundai EON 1.0 Kappa Magna Plus,2014,220000,10000,Petrol,Individual,Manual,First Owner,20.3 kmpl,998 CC,68.05,94.14Nm@ 3500rpm,5
2679,Hyundai Santro Xing GLS,2007,150000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.92 kmpl,1086 CC,62.1,96.1Nm@ 3000rpm,5
2680,Mahindra Scorpio M2DI,2011,484999,80000,Diesel,Individual,Manual,Second Owner,13.5 kmpl,2179 CC,115,277.5Nm@ 1700-2200rpm,5
2681,Maruti Swift LXI,2019,509999,10000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
2682,Mahindra Bolero 2011-2019 ZLX BSIII,2014,515000,60000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1,195Nm@ 1400-2200rpm,7
2683,Mercedes-Benz B Class B180 Sports,2014,1250000,42000,Petrol,Individual,Automatic,First Owner,11.9 kmpl,1595 CC,120.7,200Nm@ 1250-4000rpm,5
2684,Chevrolet Enjoy TCDi LS 8 Seater,2014,350000,50000,Diesel,Individual,Manual,Fourth & Above Owner,18.2 kmpl,1248 CC,73.8,172.5Nm@ 1750rpm,8
2685,Maruti Alto K10 VXI,2018,375000,11500,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05,90Nm@ 3500rpm,5
2686,Hyundai Creta 1.4 E Plus,2019,950000,15000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1396 CC,88.7,219.7Nm@ 1500-2750rpm,5
2687,Maruti Swift Dzire ZDI,2015,615000,32000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74,190Nm@ 2000rpm,5
2688,Maruti Swift LXI,2011,275000,50000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,85.8,114Nm@ 4000rpm,5
2689,BMW X7 xDrive 30d DPE,2020,7200000,5000,Diesel,Individual,Automatic,First Owner,13.38 kmpl,2993 CC,265,620Nm@ 1500-2500rpm,7
2690,Maruti Eeco 5 Seater AC BSIV,2017,400000,10000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73,101Nm@ 3000rpm,5
